beneficiary_id,first_name,last_name,gender,county,program,activity,sessions_attended,sessions_expected,participation_rate,completion_status,enrollment_date,reporting_period,status
BEN-000481,Collins,Kiptoo,Male,Mombasa,Plus,Mentorship,8,18,44.4,Completed,2025-11-27,Q4 2025,completed
BEN-000483,Cynthia,Bett,Female,Nakuru,Plus,Leadership,8,12,66.7,Completed,2025-02-18,Q1 2025,completed
BEN-000485,Cherono,Mbogo,Female,Kakamega,Plus,Health & Wellness,3,8,37.5,Dropped,2025-03-02,Q1 2025,dropped_out
BEN-000487,Mutua,Abdi,Male,Machakos,Plus,Leadership,9,11,81.8,Completed,2025-07-07,Q3 2025,completed
BEN-000488,Gathoni,Mutiso,Female,Muranga,Plus,Leadership,11,11,100.0,Completed,2025-10-10,Q4 2025,completed
BEN-000496,Kagure,Achieng,Female,Nyeri,Plus,Community Service,9,10,90.0,In Progress,2026-03-16,Q1 2026,active
BEN-000499,Boniface,Onyango,Male,Nairobi,Plus,Entrepreneurship,9,12,75.0,In Progress,2026-08-19,Q3 2026,active
BEN-000502,Kamau,Onyango,Male,Meru,Plus,Entrepreneurship,7,13,53.8,Completed,2026-02-24,Q1 2026,completed
BEN-000506,Sharon,Musyoka,Female,Nakuru,Plus,Life Skills,7,11,63.6,Completed,2025-04-11,Q2 2025,completed
BEN-000507,Sharon,Kiptoo,Female,Nairobi,Plus,Community Service,10,10,100.0,In Progress,2026-01-04,Q1 2026,active
BEN-000508,Kilonzo,Koech,Male,Mombasa,Plus,Entrepreneurship,10,16,62.5,Completed,2025-11-15,Q4 2025,completed
BEN-000512,Beatrice,Njenga,Female,Nyeri,Plus,Community Service,5,7,71.4,In Progress,2026-07-02,Q3 2026,active
BEN-000515,Chebet,Wanjiku,Female,Machakos,Plus,Community Service,3,9,33.3,Dropped,2025-02-20,Q1 2025,dropped_out
BEN-000517,Atieno,Katana,Female,UASIN_GISHU,Plus,Financial Literacy,9,12,75.0,Completed,2025-02-24,Q1 2025,completed
BEN-000519,Beatrice,Mbogo,Female,Kiambu,Plus,Financial Literacy,7,9,77.8,In Progress,2026-08-08,Q3 2026,active
BEN-000521,Wekesa,Njoroge,Male,Nakuru,Plus,Leadership,4,9,44.4,Dropped,2026-02-14,Q1 2026,dropped_out
BEN-000523,Joseph,Achieng,Male,Nyeri,Plus,Entrepreneurship,8,12,66.7,In Progress,2026-02-21,Q1 2026,active
BEN-000524,Isaac,Juma,Male,Nairobi,Plus,Mentorship,13,13,100.0,Completed,2025-12-03,Q4 2025,completed
BEN-000525,Njeri,Hassan,Female,Uasin Gishu,Plus,Mentorship,11,15,73.3,In Progress,2026-08-16,Q3 2026,active
BEN-000526,Dennis,Wafula,Male,Nairobi,Plus,Life Skills,13,14,92.9,Completed,2026-02-19,Q1 2026,completed
BEN-000528,Daniel,Wekesa,Male,Meru,Plus,Entrepreneurship,6,10,60.0,Dropped,2025-07-14,Q3 2025,dropped_out
BEN-000535,Timothy,Njenga,Male,Kakamega,Plus,Life Skills,8,10,80.0,In Progress,2026-09-30,Q3 2026,active
BEN-000536,Diana,Maina,Female,Nairobi,Plus,Life Skills,11,11,100.0,In Progress,2026-09-29,Q3 2026,active
BEN-000537,Dennis,Koech,m,Nairobi,Plus,Health & Wellness,7,8,87.5,In Progress,2026-08-13,Q3 2026,active
BEN-000544,Zawadi,Rotich,Female,Kakamega,Plus,Entrepreneurship,10,13,76.9,In Progress,2026-09-02,Q3 2026,active
BEN-000547,Joy,Mohamed,Female,Kiambu,Plus,Leadership,6,9,66.7,In Progress,2026-08-27,Q3 2026,active
BEN-000549,Brenda,Kimani,Female,Mombasa,Plus,Financial Literacy,7,9,77.8,Completed,2025-08-27,Q3 2025,completed
BEN-000553,Caroline,Muthoni,Female,Mombasa,Plus,Leadership,7,8,87.5,In Progress,2026-08-23,Q3 2026,active
BEN-000554,Francis,Nduta,MALE,nakuru,Plus,Mentorship,11,13,84.6,Completed,2025-10-01,Q4 2025,completed
BEN-000555,Gathoni,Odhiambo,Female,Bungoma,Plus,Entrepreneurship,7,10,70.0,In Progress,2026-06-29,Q2 2026,active
BEN-000557,Purity,Wafula,Female,Kisii,Plus,Community Service,4,8,50.0,Dropped,2026-02-19,Q1 2026,dropped_out
BEN-000558,Barasa,Charo,Male,Nairobi,Plus,Community Service,4,7,57.1,In Progress,2026-03-24,Q1 2026,active
BEN-000559,Cynthia,Maina,Female,Meru,Plus,Community Service,7,10,70.0,Completed,2025-02-13,Q1 2025,completed
BEN-000561,Nicholas,Onyango,Male,Kiambu,Plus,Leadership,10,12,83.3,In Progress,2026-08-20,Q3 2026,active
BEN-000562,Stephen,Omondi,Male,Machakos,Plus,Mentorship,14,15,93.3,In Progress,2026-08-09,Q3 2026,active
BEN-000564,Jerop,Owino,Female,Muranga,Plus,Financial Literacy,11,11,100.0,Completed,2025-03-26,Q1 2025,completed
BEN-000567,Kilonzo,Nyambane,Male,Machakos,Plus,Health & Wellness,5,9,55.6,Completed,2026-06-30,Q2 2026,completed
BEN-000568,Wekesa,Cheruiyot,MALE,Nairobi,Plus,Entrepreneurship,14,14,100.0,In Progress,2026-08-02,Q3 2026,active
BEN-000571,Victor,Mwangi,M,Uasin Gishu County,Plus,Leadership,6,8,75.0,In Progress,2026-06-15,Q2 2026,active
BEN-000572,Nyambura,Kilonzo,Female,Kajiado County,Plus,Health & Wellness,6,6,100.0,Completed,2025-07-11,Q3 2025,completed
BEN-000573,Korir,Wafula,Male,Kajiado,Plus,Leadership,7,8,87.5,Completed,2026-01-02,Q1 2026,completed
BEN-000574,Zawadi,Mbogo,Female,Muranga,Plus,Mentorship,10,18,55.6,Dropped,2026-05-11,Q2 2026,dropped_out
BEN-000575,Odhiambo,Musyoka,Male,Kilifi,Plus,Life Skills,7,14,50.0,Dropped,2025-12-12,Q4 2025,dropped_out
BEN-000578,Kiptoo,Mutiso,Male,Kilifi,Plus,Community Service,4,6,66.7,In Progress,2026-05-18,Q2 2026,active
BEN-000580,Awuor,Ngugi,Female,Mombasa,Plus,Entrepreneurship,12,16,75.0,Completed,2025-07-23,Q3 2025,completed
BEN-000581,Joy,Wanjiku,Female,Nairobi,Plus,Financial Literacy,6,8,75.0,Completed,2026-02-08,Q1 2026,completed
BEN-000582,Caroline,Katana,Female,Nairobi,Plus,Mentorship,7,20,35.0,Dropped,2025-06-08,Q2 2025,dropped_out
BEN-000588,Nasieku,Ngugi,Female,Nyeri,Plus,Entrepreneurship,10,11,90.9,In Progress,2026-03-17,Q1 2026,active
BEN-000589,Jerop,Nyambane,Female,Kisumu,Plus,Leadership,5,8,62.5,Completed,2026-02-07,Q1 2026,completed
BEN-000590,Akinyi,Wafula,Female,Kiambu,Plus,Leadership,4,9,44.4,Dropped,2025-07-23,Q3 2025,dropped_out
BEN-000591,Amina,Owino,Female,Muranga,Plus,Financial Literacy,4,10,40.0,Dropped,2026-04-01,Q2 2026,dropped_out
BEN-000593,Brenda,Ochieng,f,Muranga,Plus,Health & Wellness,3,6,50.0,complete,2026-02-02,Q1 2026,completed
BEN-000595,Emmanuel,Chebet,Male,Kiambu,Plus,Life Skills,9,10,90.0,In Progress,2026-06-14,Q2 2026,active
BEN-000598,Kipchoge,Nyambane,Male,Uasin Gishu,Plus,Leadership,9,10,90.0,In Progress,2026-09-16,Q3 2026,active
BEN-000601,Brenda,Onyango,Female,Mombasa,Plus,Mentorship,9,12,75.0,In Progress,2026-08-03,Q3 2026,active
BEN-000605,Daniel,Mwakio,Male,Kakamega,Plus,Mentorship,9,17,52.9,In Progress,2026-08-26,Q3 2026,active
BEN-000606,Kagure,Odhiambo,Female,Kilifi,Plus,Leadership,7,11,63.6,In Progress,2026-02-12,Q1 2026,active
BEN-000607,Diana,Wanjiku,Female,Kajiado County,Plus,Financial Literacy,12,12,100.0,In Progress,2026-07-10,Q3 2026,active
BEN-000614,Brenda,Mohamed,Female,NAIROBI,Plus,Health & Wellness,5,9,55.6,Completed,2025-10-20,Q4 2025,completed
BEN-000616,Kipchoge,Achieng,Male,nakuru,Plus,Community Service,5,8,62.5,Dropped,2025-10-05,Q4 2025,dropped_out
BEN-000617,Collins,Kiptoo,Male,Machakos,Plus,Financial Literacy,9,12,75.0,Completed,2026-02-08,Q1 2026,completed
BEN-000621,Boniface,Baya,Male,Kilifi,Plus,Leadership,7,9,77.8,In Progress,2026-04-25,Q2 2026,active
BEN-000622,Mumbi,Mwangi,Female,Nakuru,Plus,Community Service,6,6,100.0,complete,2025-02-21,Q1 2025,completed
BEN-000623,Faith,Mwangi,Female,Uasin Gishu,Plus,Health & Wellness,8,8,100.0,Completed,2026-01-23,Q1 2026,completed
BEN-000624,Neema,Baya,Female,Kajiado,Plus,Community Service,4,6,66.7,complete,2025-10-11,Q4 2025,completed
BEN-000628,Zawadi,Kamau,Female,Nairobi,Plus,Life Skills,6,10,60.0,In Progress,2026-08-11,Q3 2026,active
BEN-000629,Gathoni,Rotich,Female,Nairobi,Plus,Mentorship,14,14,100.0,COMPLETED,2026-06-29,Q2 2026,completed
BEN-000630,Naisula,Wafula,Female,Machakos,Plus,Community Service,6,8,75.0,Completed,2025-08-14,Q3 2025,completed
BEN-000631,Faith,Kamau,Female,Bungoma,Plus,Entrepreneurship,7,10,70.0,Completed,2025-09-15,Q3 2025,completed
BEN-000632,Wanjiku,Cheruiyot,Female,Uasin Gishu,Plus,Mentorship,19,19,100.0,Completed,2026-04-18,Q2 2026,completed
BEN-000633,Kiptoo,Chebet,Male,Nakuru,Plus,Health & Wellness,5,6,83.3,Completed,2026-06-28,Q2 2026,completed
BEN-000636,Zawadi,Baya,Female,Uasin Gishu,Plus,Mentorship,14,17,82.4,In Progress,2026-07-18,Q3 2026,active
BEN-000638,Cynthia,Katana,Female,Meru,Plus,Community Service,5,7,71.4,Completed,2025-09-02,Q3 2025,completed
BEN-000640,Victor,Mbogo,Male,Nairobi,Plus,Life Skills,13,14,92.9,In Progress,2026-09-21,Q3 2026,active
BEN-000641,Wangari,Njoroge,Female,Nairobi,Plus,Entrepreneurship,10,10,100.0,In Progress,2026-08-17,Q3 2026,active
BEN-000643,Odhiambo,Rotich,Male,NAKURU,Plus,Leadership,6,8,75.0,Completed,2026-05-30,Q2 2026,completed
BEN-000644,Zawadi,Wanjiku,Female,Nairobi,Plus,Leadership,8,8,100.0,In Progress,2026-07-19,Q3 2026,active
BEN-000645,Anyango,Kuria,Female,Kiambu,Plus,Financial Literacy,10,11,90.9,complete,2026-03-15,Q1 2026,completed
BEN-000646,Njeri,Ochieng,Female,Bungoma,Plus,Health & Wellness,5,6,83.3,In Progress,2026-05-17,Q2 2026,active
BEN-000651,Kilonzo,Mbogo,Male,KIAMBU,Plus,Life Skills,10,10,100.0,In Progress,2026-09-22,Q3 2026,active
BEN-000653,Nicholas,Wekesa,Male,Kisumu,Plus,Community Service,5,6,83.3,In Progress,2026-06-09,Q2 2026,active
BEN-000655,Kendi,Nyambane,Female,Kajiado,Plus,Financial Literacy,6,9,66.7,In Progress,2026-04-11,Q2 2026,active
BEN-000656,Ali,Rotich,Male,Bungoma,Plus,Health & Wellness,7,9,77.8,In Progress,2026-03-19,Q1 2026,active
BEN-000660,Akinyi,Mutua,Female,Meru,Plus,Health & Wellness,3,6,50.0,Completed,2025-09-04,Q3 2025,completed
BEN-000661,Gathoni,Mutua,Female,MERU,Plus,Leadership,4,11,36.4,Completed,2025-04-24,Q2 2025,completed
BEN-000665,Joy,Wekesa,Female,Nairobi,Plus,Life Skills,9,12,75.0,Completed,2025-06-07,Q2 2025,completed
BEN-000666,Wekesa,Wekesa,Male,Kiambu,Plus,Community Service,9,10,90.0,Completed,2026-01-16,Q1 2026,completed
BEN-000669,Korir,Otieno,Male,Machakos,Plus,Life Skills,10,11,90.9,In Progress,2026-04-19,Q2 2026,active
BEN-000673,Patrick,Nduta,Male,Muranga,Plus,Mentorship,13,16,81.2,In Progress,2026-05-06,Q2 2026,active
BEN-000675,Jerop,Owino,Female,Kajiado,Plus,Entrepreneurship,10,11,90.9,Completed,2026-02-20,Q1 2026,completed
BEN-000676,Barasa,Nyambane,Male,Mombasa,Plus,Health & Wellness,5,9,55.6,Completed,2026-01-04,Q1 2026,completed
BEN-000677,Neema,Katana,Female,Kiambu,Plus,Leadership,8,10,80.0,In Progress,2026-06-10,Q2 2026,active
BEN-000681,Abdi,Mohamed,Male,Nyeri,Plus,Mentorship,8,13,61.5,Completed,2026-05-02,Q2 2026,completed
BEN-000685,David,Onyango,Male,Kakamega,Plus,Mentorship,18,18,100.0,Completed,2025-01-02,Q1 2025,completed
BEN-000686,Wanjiku,Mutua,Female,Nairobi,Plus,Health & Wellness,6,6,100.0,In Progress,2026-09-25,Q3 2026,active
BEN-000687,Mumbi,Cheruiyot,Female,NAIROBI,Plus,Community Service,8,10,80.0,Completed,2025-01-17,Q1 2025,completed
BEN-000690,Nasieku,Musyoka,Female,Bungoma,Plus,Life Skills,8,11,72.7,In Progress,2026-08-11,Q3 2026,active
BEN-000691,Beatrice,Rotich,Female,Kakamega,Plus,Community Service,8,8,100.0,In Progress,2026-03-24,Q1 2026,active
BEN-000693,Esther,Hassan,Female,Kiambu,Plus,Community Service,5,10,50.0,In Progress,2026-09-19,Q3 2026,active
BEN-000695,Wangari,Kimani,Female,Uasin Gishu,Plus,Financial Literacy,10,11,90.9,In Progress,2026-05-16,Q2 2026,active
BEN-000696,Mumbi,Kiptoo,F,Nairobi County,Plus,Financial Literacy,8,10,80.0,Completed,2025-09-18,Q3 2025,completed
BEN-000699,Caroline,Koech,Female,MURANGA,Plus,Health & Wellness,6,8,75.0,In Progress,2026-07-17,Q3 2026,active
BEN-000702,Rotich,Maina,Male,Nairobi,Plus,Mentorship,9,15,60.0,complete,2025-12-03,Q4 2025,completed
BEN-000704,Peter,Ngugi,MALE,Kakamega,Plus,Life Skills,8,12,66.7,In Progress,2026-05-12,Q2 2026,active
BEN-000708,Mutua,Nyambane,Male,kajiado,Plus,Financial Literacy,7,9,77.8,In Progress,2026-09-14,Q3 2026,active
BEN-000714,Mercy,Hassan,Female,Bungoma,Plus,Mentorship,10,13,76.9,Completed,2026-03-25,Q1 2026,completed
BEN-000717,Daniel,Njoroge,Male,Mombasa,Plus,Leadership,6,11,54.5,Completed,2025-11-24,Q4 2025,completed
BEN-000721,Esther,Kimani,Female,Mombasa,Plus,Entrepreneurship,11,16,68.8,In Progress,2026-08-31,Q3 2026,active
BEN-000722,Zawadi,Rotich,Female,Kajiado,Plus,Entrepreneurship,7,13,53.8,Completed,2026-01-02,Q1 2026,completed
BEN-000724,Amina,Charo,Female,Nairobi,Plus,Community Service,5,9,55.6,Completed,2025-07-27,Q3 2025,completed
BEN-000725,Cherono,Mohamed,female,Nairobi,Plus,Health & Wellness,6,7,85.7,In Progress,2026-07-06,Q3 2026,active
BEN-000726,Akinyi,Maina,Female,Nairobi,Plus,Community Service,5,6,83.3,In Progress,2026-08-19,Q3 2026,active
BEN-000730,Ali,Barasa,Male,Kilifi,Plus,Community Service,6,9,66.7,Completed,2025-11-10,Q4 2025,completed
BEN-000731,Mohamed,Chebet,Male,Nairobi,Plus,Leadership,8,10,80.0,Completed,2025-11-17,Q4 2025,completed
BEN-000732,Brian,Kilonzo,Male,Nairobi,Plus,Entrepreneurship,14,15,93.3,Completed,2026-02-12,Q1 2026,completed
BEN-000733,Neema,Kiptoo,Female,Machakos,Plus,Mentorship,10,14,71.4,In Progress,2026-02-21,Q1 2026,active
BEN-000740,Cheruiyot,Mwangi,m,Meru,Plus,Financial Literacy,5,9,55.6,Dropped,2025-10-20,Q4 2025,dropped_out
BEN-000744,Diana,Nyambane,Female,Kisii,Plus,Life Skills,7,10,70.0,In Progress,2026-09-18,Q3 2026,active
BEN-000745,Boniface,Chebet,Male,Kiambu,Plus,Mentorship,15,17,88.2,In Progress,2026-07-07,Q3 2026,active
BEN-000747,John,Onyango,Male,Kisii,Plus,Entrepreneurship,8,14,57.1,Completed,2026-03-21,Q1 2026,completed
BEN-000748,Kamau,Owino,Male,Nyeri,Plus,Community Service,8,10,80.0,Completed,2025-01-21,Q1 2025,completed
BEN-000749,Simon,Kiptoo,Male,Nairobi,Plus,Leadership,6,10,60.0,Dropped,2025-11-02,Q4 2025,dropped_out
BEN-000750,Wanjiru,Mutiso,Female,Muranga,Plus,Community Service,6,8,75.0,In Progress,2026-07-08,Q3 2026,active
BEN-000753,Akinyi,Njoroge,Female,Muranga,Plus,Mentorship,14,19,73.7,Completed,2026-02-24,Q1 2026,completed
BEN-000754,Isaac,Njenga,Male,Kajiado,Plus,Community Service,3,6,50.0,DROPPED,2025-05-10,Q2 2025,dropped_out
BEN-000756,Emily,Njenga,FEMALE,Nairobi,Plus,Leadership,6,8,75.0,In Progress,2026-07-13,Q3 2026,active
BEN-000758,Njeri,Ochieng,Female,Kiambu,Plus,Life Skills,11,14,78.6,Completed,2025-08-10,Q3 2025,completed
BEN-000759,Nasieku,Njoroge,Female,Kisumu,Plus,Financial Literacy,7,12,58.3,Completed,2026-02-27,Q1 2026,completed
BEN-000760,Odhiambo,Kilonzo,Male,Nairobi,Plus,Entrepreneurship,14,14,100.0,Completed,2026-01-09,Q1 2026,completed
BEN-000761,Peter,Njoroge,Male,Nairobi,Plus,Leadership,9,10,90.0,Completed,2026-01-11,Q1 2026,completed
BEN-000763,Grace,Ochieng,Female,Nairobi,Plus,Financial Literacy,10,11,90.9,Completed,2025-12-02,Q4 2025,completed
BEN-000764,Caroline,Nyambane,Female,Kiambu,Plus,Leadership,8,9,88.9,Completed,2026-03-30,Q1 2026,completed
BEN-000765,David,Mwakio,Male,Kakamega,Plus,Mentorship,9,13,69.2,Completed,2026-03-25,Q1 2026,completed
BEN-000769,James,Nyambane,Male,Nakuru,Plus,Entrepreneurship,5,10,50.0,In Progress,2026-04-19,Q2 2026,active
BEN-000772,Chebet,Nduta,Female,kilifi,Plus,Leadership,8,9,88.9,COMPLETED,2026-02-13,Q1 2026,completed
BEN-000778,Stephen,Mwakio,Male,Kiambu,Plus,Leadership,5,9,55.6,dropped out,2026-05-23,Q2 2026,dropped_out
BEN-000779,Francis,Wanjiku,Male,Uasin Gishu,Plus,Life Skills,9,12,75.0,complete,2025-05-07,Q2 2025,completed
BEN-000782,Juma,Cheruiyot,Male,Mombasa,Plus,Life Skills,7,11,63.6,Dropped,2026-02-20,Q1 2026,dropped_out
BEN-000783,Isaac,Onyango,m,Kakamega,Plus,Life Skills,6,10,60.0,In Progress,2026-07-27,Q3 2026,active
BEN-000784,Faith,Musyoka,Female,Meru,Plus,Community Service,5,6,83.3,Completed,2025-04-14,Q2 2025,completed
BEN-000785,Juma,Korir,MALE,Kiambu,Plus,Community Service,5,6,83.3,Completed,2025-11-13,Q4 2025,completed
BEN-000786,Dennis,Omondi,Male,Kisumu,Plus,Mentorship,11,15,73.3,complete,2026-02-25,Q1 2026,completed
BEN-000787,Akinyi,Wekesa,Female,Kilifi,Plus,Leadership,9,10,90.0,Completed,2025-04-20,Q2 2025,completed
BEN-000790,Achieng,Baya,Female,NAIROBI,Plus,Leadership,8,10,80.0,Completed,2025-08-25,Q3 2025,completed
BEN-000791,Chepkoech,Barasa,Female,Nakuru,Plus,Entrepreneurship,6,10,60.0,Dropped,2025-07-14,Q3 2025,dropped_out
BEN-000794,Awuor,Bett,Female,Kakamega,Plus,Mentorship,12,15,80.0,In Progress,2026-07-08,Q3 2026,active
BEN-000796,Chebet,Nyambane,Female,Kisumu,Plus,Financial Literacy,8,11,72.7,Completed,2025-07-30,Q3 2025,completed
BEN-000797,Odhiambo,Mutua,Male,Nyeri,Plus,Health & Wellness,10,10,100.0,Completed,2025-10-03,Q4 2025,completed
BEN-000798,Emmanuel,Kimani,Male,Nairobi,Plus,Community Service,4,7,57.1,COMPLETED,2026-01-11,Q1 2026,completed
BEN-000799,Nyambura,Koech,Female,MACHAKOS,Plus,Leadership,9,11,81.8,In Progress,2026-05-25,Q2 2026,active
BEN-000800,Wanjiru,Nduta,Female,Nyeri,Plus,Financial Literacy,6,10,60.0,In Progress,2026-06-23,Q2 2026,active
BEN-000804,Joy,Omondi,Female,Nyeri,Plus,Community Service,6,6,100.0,In Progress,2026-06-11,Q2 2026,active
BEN-000805,Cherono,Baya,Female,Muranga,Plus,Financial Literacy,9,11,81.8,COMPLETED,2025-05-27,Q2 2025,completed
BEN-000808,Abdi,Mwakio,Male,Nairobi,Plus,Financial Literacy,8,12,66.7,Completed,2025-10-03,Q4 2025,completed
BEN-000810,Timothy,Maina,Male,Nairobi,Plus,Financial Literacy,8,12,66.7,In Progress,2026-06-24,Q2 2026,active
BEN-000814,Timothy,Mutua,Male,Bungoma,Plus,Financial Literacy,12,12,100.0,In Progress,2026-06-14,Q2 2026,active
BEN-000817,Caroline,Kiptoo,Female,Mombasa,Plus,Health & Wellness,7,10,70.0,In Progress,2026-09-27,Q3 2026,active
BEN-000822,Mutua,Omondi,Male,Meru,Plus,Financial Literacy,5,10,50.0,Dropped,2026-01-27,Q1 2026,dropped_out
BEN-000824,Diana,Baya,Female,Kiambu,Plus,Health & Wellness,6,7,85.7,In Progress,2026-09-10,Q3 2026,active
BEN-000826,Zawadi,Kuria,Female,Nyeri,Plus,Leadership,8,10,80.0,Completed,2025-12-07,Q4 2025,completed
BEN-000827,Kagure,Abdi,Female,Meru,Plus,Leadership,7,11,63.6,Completed,2025-10-04,Q4 2025,completed
BEN-000828,Beatrice,Otieno,female,Meru,Plus,Community Service,4,8,50.0,Dropped,2025-08-09,Q3 2025,dropped_out
BEN-000831,Halima,Njoroge,Female,Kakamega,Plus,Community Service,8,9,88.9,Completed,2025-06-03,Q2 2025,completed
BEN-000832,Wanjiru,Charo,Female,Nairobi,Plus,Life Skills,11,14,78.6,In Progress,2026-08-07,Q3 2026,active
BEN-000834,Collins,Nyambane,Male,Bungoma,Plus,Health & Wellness,8,10,80.0,Completed,2026-01-20,Q1 2026,completed
BEN-000836,Cherono,Otieno,Female,Machakos,Plus,Mentorship,10,17,58.8,In Progress,2026-08-13,Q3 2026,active
BEN-000844,Kilonzo,Kilonzo,Male,meru,Plus,Health & Wellness,6,7,85.7,Completed,2025-07-26,Q3 2025,completed
BEN-000845,Wanjiru,Njenga,Female,Nairobi,Plus,Financial Literacy,5,10,50.0,Dropped,2025-04-28,Q2 2025,dropped_out
BEN-000846,Nyambura,Owino,Female,Nakuru,Plus,Leadership,9,10,90.0,In Progress,2026-07-18,Q3 2026,active
BEN-000848,Victor,Wekesa,Male,Uasin Gishu,Plus,Mentorship,15,16,93.8,Completed,2025-01-18,Q1 2025,completed
BEN-000850,Mumbi,Mwangi,Female,Machakos,Plus,Community Service,4,7,57.1,Completed,2026-04-30,Q2 2026,completed
BEN-000851,Cherono,Mwakio,Female,Kajiado,Plus,Community Service,4,9,44.4,In Progress,2026-07-04,Q3 2026,active
BEN-000852,Kiptoo,Abdi,Male,Muranga,Plus,Financial Literacy,9,12,75.0,Completed,2025-09-16,Q3 2025,completed
BEN-000859,Kagure,Chebet,Female,Uasin Gishu,Plus,Community Service,8,10,80.0,Completed,2025-03-19,Q1 2025,completed
BEN-000860,Wanjiru,Mutua,Female,Muranga,Plus,Entrepreneurship,7,12,58.3,In Progress,2026-08-08,Q3 2026,active
BEN-000862,Zawadi,Chebet,FEMALE,Uasin Gishu,Plus,Life Skills,9,13,69.2,Completed,2025-04-11,Q2 2025,completed
BEN-000868,Mutua,Juma,Male,Mombasa,Plus,Leadership,7,10,70.0,Completed,2026-04-15,Q2 2026,completed
BEN-000869,Akinyi,Nduta,Female,Uasin Gishu,Plus,Financial Literacy,9,12,75.0,In Progress,2026-06-27,Q2 2026,active
BEN-000870,Mercy,Mutua,Female,Kajiado,Plus,Community Service,5,7,71.4,In Progress,2026-06-19,Q2 2026,active
BEN-000873,Peter,Baya,Male,Nakuru,Plus,Mentorship,16,20,80.0,Completed,2025-12-19,Q4 2025,completed
BEN-000874,Kamau,Rotich,Male,Kiambu,Plus,Entrepreneurship,16,16,100.0,In Progress,2026-05-30,Q2 2026,active
BEN-000875,Isaac,Gitau,Male,Nairobi,Plus,Mentorship,7,13,53.8,Completed,2026-03-05,Q1 2026,completed
BEN-000876,Atieno,Hassan,Female,Bungoma,Plus,Community Service,8,8,100.0,In Progress,2026-09-14,Q3 2026,active
BEN-000877,Kagure,Musyoka,Female,Muranga,Plus,Leadership,8,9,88.9,In Progress,2026-04-20,Q2 2026,active
BEN-000878,Wanjiru,Nyambane,Female,Kiambu,Plus,Entrepreneurship,12,16,75.0,In Progress,2026-06-27,Q2 2026,active
BEN-000880,Wekesa,Korir,Male,Mombasa,Plus,Health & Wellness,5,6,83.3,Completed,2025-10-03,Q4 2025,completed
BEN-000882,Amina,Wafula,Female,Kisumu,Plus,Community Service,7,10,70.0,In Progress,2026-04-01,Q2 2026,active
BEN-000883,Abdi,Mutiso,Male,Uasin Gishu,Plus,Life Skills,11,11,100.0,Completed,2025-07-24,Q3 2025,completed
BEN-000885,Onyango,Baya,Male,kisii,Plus,Life Skills,7,14,50.0,In Progress,2026-09-08,Q3 2026,active
BEN-000886,Brenda,Mutua,Female,Kajiado,Plus,Entrepreneurship,14,16,87.5,Completed,2026-03-26,Q1 2026,completed
BEN-000889,Purity,Wekesa,Female,Mombasa,Plus,Leadership,7,9,77.8,Completed,2025-12-11,Q4 2025,completed
BEN-000891,Baraka,Barasa,Male,Nyeri,Plus,Financial Literacy,8,8,100.0,Completed,2026-06-15,Q2 2026,completed
BEN-000893,Halima,Chebet,female,Nairobi,Plus,Financial Literacy,7,8,87.5,Completed,2026-02-15,Q1 2026,completed
BEN-000899,David,Koech,Male,Kajiado,Plus,Life Skills,10,11,90.9,Completed,2026-01-08,Q1 2026,completed
BEN-000902,Emmanuel,Nyambane,Male,Kisii,Plus,Health & Wellness,10,10,100.0,In Progress,2026-09-18,Q3 2026,active
BEN-000903,Njeri,Njenga,Female,Kajiado,Plus,Health & Wellness,8,9,88.9,In Progress,2026-06-23,Q2 2026,active
BEN-000906,Otieno,Wekesa,Male,kilifi,Plus,Community Service,3,8,37.5,Dropped,2025-11-01,Q4 2025,dropped_out
BEN-000908,Wanjiru,Mwakio,FEMALE,Kiambu,Plus,Health & Wellness,8,10,80.0,Completed,2026-05-17,Q2 2026,completed
BEN-000909,Kiptoo,Njenga,Male,Nairobi,Plus,Leadership,8,10,80.0,In Progress,2026-08-26,Q3 2026,active
BEN-000912,Awuor,Abdi,Female,Nyeri,Plus,Life Skills,11,14,78.6,In Progress,2026-07-24,Q3 2026,active
BEN-000915,Abdi,Mbogo,Male,Kilifi,Plus,Financial Literacy,5,9,55.6,In Progress,2026-08-11,Q3 2026,active
BEN-000916,Joy,Bett,Female,Nairobi,Plus,Health & Wellness,9,9,100.0,In Progress,2026-06-18,Q2 2026,active
BEN-000917,Akinyi,Kariuki,Female,Mombasa,Plus,Health & Wellness,4,10,40.0,Dropped,2025-07-01,Q3 2025,dropped_out
BEN-000920,Caroline,Odhiambo,Female,Nyeri,Plus,Entrepreneurship,4,12,33.3,Dropped,2025-01-13,Q1 2025,dropped_out
BEN-000924,Grace,Bett,FEMALE,Nairobi,Plus,Leadership,8,10,80.0,Completed,2026-03-20,Q1 2026,completed
BEN-000925,Brenda,Baya,Female,Kajiado,Plus,Health & Wellness,6,8,75.0,Completed,2025-08-23,Q3 2025,completed
BEN-000926,Abdi,Kiptoo,Male,Kisii,Plus,Entrepreneurship,4,12,33.3,Dropped,2025-05-26,Q2 2025,dropped_out
BEN-000930,Gathoni,Muthoni,Female,Uasin Gishu,Plus,Life Skills,9,11,81.8,In Progress,2026-08-22,Q3 2026,active
BEN-000932,Esther,Cheruiyot,Female,Nairobi,Plus,Financial Literacy,6,11,54.5,In Progress,2026-06-02,Q2 2026,active
