beneficiary_id,first_name,last_name,gender,county,program,course,training_center,attendance_rate,completion_status,certification_status,employment_status,enrollment_date,reporting_period,status
BEN-000953,Musyoka,Kimani,Male,Uasin Gishu,Vocational,Agriculture,Eldoret Polytechnic,80.0,Dropped,Not Certified,Unemployed,2025-09-24,Q3 2025,dropped_out
BEN-000954,Jerop,Korir,female,Kisii,Vocational,Electrical Installation,Kisii National Polytechnic,63.9,In Progress,Pending,Self-Employed,2026-07-11,Q3 2026,active
BEN-000959,Patrick,Kuria,Male,Meru,Vocational,Tailoring,Meru Technical Training Institute,51.8,Completed,Certified,Self-Employed,2025-05-12,Q2 2025,completed
BEN-000960,Achieng,Koech,Female,Kakamega,Vocational,Plumbing,Kakamega Technical Training Institute,74.9,Dropped,Not Certified,Self-Employed,2025-11-26,Q4 2025,dropped_out
BEN-000964,Samuel,Otieno,Male,Kisumu,Vocational,Motor Vehicle Mechanics,Kisumu Technical Training Institute,71.1,In Progress,Pending,Employed,2026-05-05,Q2 2026,active
BEN-000987,Joseph,Onyango,Male,Kilifi,Vocational,Carpentry,Kilifi Vocational Training Centre,91.2,In Progress,Pending,Self-Employed,2026-05-06,Q2 2026,active
BEN-001031,Nkatha,Matano,Female,Nyeri,Vocational,Welding,Nyeri Technical Training Institute,84.7,In Progress,Pending,Unemployed,2025-10-13,Q4 2025,active
BEN-001036,Emmanuel,Gitau,Male,Meru,Vocational,Tailoring,Meru Technical Training Institute,80.6,Completed,Certified,Self-Employed,2025-10-25,Q4 2025,completed
BEN-001043,Anyango,Charo,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,93.3,In Progress,Pending,Employed,2026-01-16,Q1 2026,active
BEN-001044,Joy,Maina,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,97.9,Completed,Certified,Self-Employed,2025-12-15,Q4 2025,completed
BEN-001070,Gathoni,Ngugi,Female,Bungoma,Vocational,Hairdressing,Bungoma Technical Training Institute,83.5,In Progress,Pending,Employed,2025-12-14,Q4 2025,active
BEN-001075,Njeri,Kimani,Female,Nakuru,Vocational,Hairdressing,Nakuru Vocational Training Centre,76.5,Dropped,Not Certified,Unemployed,2025-09-11,Q3 2025,dropped_out
BEN-001077,Boniface,Ochieng,Male,Uasin Gishu,Vocational,Cooking & Catering,Eldoret Polytechnic,100.0,In Progress,Pending,Unemployed,2026-09-04,Q3 2026,active
BEN-001081,Grace,Musyoka,Female,Kisumu,Vocational,Motor Vehicle Mechanics,Kisumu Technical Training Institute,86.3,In Progress,Pending,Unemployed,2026-05-25,Q2 2026,active
BEN-001087,Nasieku,Abdi,Female,Machakos,Vocational,Cooking & Catering,Machakos Institute of Technology,77.9,Completed,Certified,Internship,2025-03-09,Q1 2025,completed
BEN-001089,Amina,Mutua,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,69.1,Completed,Certified,Unemployed,2025-08-20,Q3 2025,completed
BEN-001092,Kevin,Kuria,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,79.6,In Progress,Pending,Employed,2026-08-10,Q3 2026,active
BEN-001097,Diana,Onyango,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,100.0,In Progress,Pending,Self-Employed,2026-09-12,Q3 2026,active
BEN-001098,Barasa,Korir,Male,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,92.3,In Progress,Pending,Self-Employed,2026-07-01,Q3 2026,active
BEN-001111,Diana,Mutua,f,Uasin Gishu,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,68.2,Completed,Certified,Unemployed,2025-08-29,Q3 2025,completed
BEN-001114,Nyambura,Wekesa,Female,Muranga,Vocational,Electrical Installation,Meru Technical Training Institute,100.0,In Progress,Pending,Unemployed,2026-02-21,Q1 2026,active
BEN-001120,Cherono,Muthoni,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,74.7,In Progress,Pending,Unemployed,2026-09-11,Q3 2026,active
BEN-001126,Kiptoo,Onyango,Male,Kajiado,Vocational,Hairdressing,Meru Technical Training Institute,71.6,In Progress,Pending,Unemployed,2026-09-29,Q3 2026,active
BEN-001127,Atieno,Wekesa,Female,Uasin Gishu,Vocational,Agriculture,Eldoret Polytechnic,77.6,In Progress,Pending,Unemployed,2026-05-28,Q2 2026,active
BEN-001132,Jerop,Achieng,Female,Meru,Vocational,Tailoring,Meru Technical Training Institute,74.8,In Progress,Pending,Unemployed,2026-02-25,Q1 2026,active
BEN-001133,Emily,Katana,Female,Kakamega,Vocational,Tailoring,Kakamega Technical Training Institute,71.6,In Progress,Pending,Unemployed,2026-07-03,Q3 2026,active
BEN-001147,Gathoni,Kariuki,Female,Kisii,Vocational,Welding,Kisii National Polytechnic,91.6,In Progress,Pending,Unemployed,2026-09-16,Q3 2026,active
BEN-001150,Daniel,Muthoni,Male,Nairobi,Vocational,Plumbing,Nairobi TVET,85.3,In Progress,Pending,Employed,2026-02-24,Q1 2026,active
BEN-001157,Kagure,Odhiambo,Female,Kajiado,Vocational,Tailoring,Kakamega Technical Training Institute,80.1,In Progress,Pending,Self-Employed,2026-08-20,Q3 2026,active
BEN-001162,Kilonzo,Ngugi,Male,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,82.3,In Progress,Pending,Employed,2026-06-12,Q2 2026,active
BEN-001166,Samuel,Wanjiku,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,73.2,In Progress,Pending,Unemployed,2026-08-05,Q3 2026,active
BEN-001177,Akinyi,Kiptoo,Female,Nyeri,Vocational,Agriculture,Nyeri Technical Training Institute,99.9,Completed,Pending,Unemployed,2025-05-05,Q2 2025,completed
BEN-001181,Wanjiku,Maina,Female,Mombasa,Vocational,Motor Vehicle Mechanics,Mombasa Technical Training Institute,74.1,Completed,Certified,Unemployed,2025-09-23,Q3 2025,completed
BEN-001193,Purity,Korir,Female,Muranga,Vocational,Plumbing,Nyeri Technical Training Institute,78.1,Completed,Certified,Unemployed,2025-05-26,Q2 2025,completed
BEN-001194,Peter,Cheruiyot,Male,Machakos,Vocational,Cooking & Catering,Machakos Institute of Technology,74.7,In Progress,Pending,Employed,2026-02-14,Q1 2026,active
BEN-001196,Barasa,Maina,Male,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,71.3,In Progress,Pending,Employed,2026-08-05,Q3 2026,active
BEN-001197,Jerop,Barasa,Female,Kisii,Vocational,Electrical Installation,Kisii National Polytechnic,57.7,In Progress,Pending,Self-Employed,2026-02-20,Q1 2026,active
BEN-001199,Diana,Mutiso,Female,Nyeri,Vocational,Welding,Nyeri Technical Training Institute,74.5,Completed,Pending,Self-Employed,2025-07-17,Q3 2025,completed
BEN-001202,David,Mutua,Male,Mombasa,Vocational Program,Beauty Therapy,Mombasa Technical Training Institute,71.3,In Progress,Pending,Unemployed,2026-03-28,Q1 2026,active
BEN-001207,James,Matano,Male,Kajiado,Vocational,Hairdressing,Kisumu Technical Training Institute,85.3,In Progress,Pending,Employed,2026-07-02,Q3 2026,active
BEN-001215,Halima,Maina,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,94.2,In Progress,Pending,Self-Employed,2025-11-06,Q4 2025,active
BEN-001222,Joy,Njoroge,Female,Nyeri,Vocational,Cooking & Catering,Nyeri Technical Training Institute,84.6,Dropped,Not Certified,Employed,2026-03-29,Q1 2026,dropped_out
BEN-001225,Gathoni,Wekesa,FEMALE,Machakos County,Vocational,Cooking & Catering,Machakos Institute of Technology,69.0,Completed,Certified,Employed,2025-08-01,Q3 2025,completed
BEN-001227,Kendi,Rotich,Female,KAKAMEGA,Vocational,Plumbing,Kakamega Technical Training Institute,67.3,In Progress,Pending,Self-Employed,2026-07-03,Q3 2026,active
BEN-001236,Emily,Ochieng,Female,Kisii,Vocational,Cooking & Catering,Kisii National Polytechnic,80.2,In Progress,Pending,Self-Employed,2025-10-15,Q4 2025,active
BEN-001237,Atieno,Wekesa,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,93.5,In Progress,Pending,Unemployed,2026-04-17,Q2 2026,active
BEN-001239,Kilonzo,Bett,Male,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,86.1,In Progress,Pending,Employed,2026-07-01,Q3 2026,active
BEN-001240,Brenda,Kariuki,Female,Kilifi,Vocational,Welding,Kilifi Vocational Training Centre,76.9,In Progress,Pending,Unemployed,2026-09-01,Q3 2026,active
BEN-001245,Jerop,Kiptoo,Female,kilifi,Vocational,Welding,Kilifi Vocational Training Centre,82.6,In Progress,Pending,Unemployed,2026-08-02,Q3 2026,active
BEN-001255,Ali,Gitau,Male,Kakamega,Vocational,Beauty Therapy,Kakamega Technical Training Institute,79.5,In Progress,Pending,Self-Employed,2026-01-02,Q1 2026,active
BEN-001256,Cynthia,Barasa,Female,Kajiado,Vocational,Cooking & Catering,Eldoret Polytechnic,69.3,Dropped,Not Certified,Unemployed,2025-06-05,Q2 2025,dropped_out
BEN-001269,Onyango,Gitau,Male,Meru,Vocational,Tailoring,Meru Technical Training Institute,62.5,Completed,Certified,Employed,2025-05-08,Q2 2025,completed
BEN-001270,Wangari,Mbogo,Female,Kilifi,Vocational,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,89.5,Completed,Certified,Employed,2025-01-25,Q1 2025,completed
BEN-001271,Nyambura,Kuria,Female,Meru,Vocational,Carpentry,Meru Technical Training Institute,75.6,In Progress,Pending,Unemployed,2026-06-23,Q2 2026,active
BEN-001273,Rotich,Wanjiku,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,100.0,Completed,Certified,Self-Employed,2025-06-28,Q2 2025,completed
BEN-001275,Anthony,Mutiso,Male,Kisii,Vocational,Plumbing,Kisii National Polytechnic,84.1,In Progress,Pending,Unemployed,2025-11-13,Q4 2025,active
BEN-001282,Samuel,Cheruiyot,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,87.8,Completed,Certified,Internship,2025-07-11,Q3 2025,completed
BEN-001288,Naisula,Wafula,Female,Meru,Vocational,Beauty Therapy,Meru Technical Training Institute,98.9,Dropped,Not Certified,Unemployed,2025-10-04,Q4 2025,dropped_out
BEN-001291,Patrick,Ngugi,Male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,87.7,Completed,Pending,Unemployed,2026-01-19,Q1 2026,completed
BEN-001303,Peter,Owino,Male,Machakos,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,71.1,complete,Certified,Unemployed,2026-03-21,Q1 2026,completed
BEN-001319,James,Muthoni,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,83.1,In Progress,Pending,Unemployed,2026-08-17,Q3 2026,active
BEN-001323,Mohamed,Wekesa,MALE,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,96.7,In Progress,Pending,Self-Employed,2026-09-23,Q3 2026,active
BEN-001348,Emmanuel,Mutua,Male,Kiambu,Vocational,Plumbing,Thika Technical Training Institute,84.4,In Progress,Pending,Unemployed,2026-04-27,Q2 2026,active
BEN-001353,Halima,Mwangi,Female,Nakuru,Vocational,Agriculture,Nakuru Vocational Training Centre,93.2,In Progress,Pending,Unemployed,2026-01-19,Q1 2026,active
BEN-001359,Cheruiyot,Koech,Male,Kakamega,Vocational,Cooking & Catering,Kakamega Technical Training Institute,76.2,In Progress,Pending,Employed,2025-11-18,Q4 2025,active
BEN-001361,Wanjiku,Rotich,FEMALE,Kilifi,Vocational,Beauty Therapy,Kilifi Vocational Training Centre,73.4,In Progress,Pending,Unemployed,2026-08-11,Q3 2026,active
BEN-001366,Timothy,Njenga,MALE,Nakuru,Vocational,Welding,Nakuru Vocational Training Centre,62.0,Completed,Certified,Self-Employed,2026-03-11,Q1 2026,completed
BEN-001367,Abdi,Ochieng,Male,Nakuru,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,73.5,Completed,Certified,Employed,2026-03-15,Q1 2026,completed
BEN-001374,Juma,Rotich,Male,Kakamega,Vocational,Plumbing,Kakamega Technical Training Institute,69.5,Dropped,Not Certified,Self-Employed,2026-01-23,Q1 2026,dropped_out
BEN-001379,Jerop,Omondi,Female,Machakos,Vocational,Electrical Installation,Machakos Institute of Technology,80.1,Completed,Pending,Unemployed,2025-05-17,Q2 2025,completed
BEN-001380,Achieng,Kimani,F,Nairobi,Vocational,Electrical Installation,Nairobi TVET,78.0,In Progress,Pending,Unemployed,2026-09-06,Q3 2026,active
BEN-001385,Esther,Muthoni,Female,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,75.0,In Progress,Pending,Unemployed,2026-07-09,Q3 2026,active
BEN-001387,Boniface,Wanjiku,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,83.1,Completed,Certified,Employed,2025-06-11,Q2 2025,completed
BEN-001389,Awuor,Koech,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,79.1,In Progress,Pending,Employed,2026-04-15,Q2 2026,active
BEN-001391,Nicholas,Otieno,m,Kisii,Vocational,Cooking & Catering,Kisii National Polytechnic,69.4,Dropped,Not Certified,Unemployed,2025-07-09,Q3 2025,dropped_out
BEN-001412,Wangari,Otieno,Female,Kajiado,Vocational,Hairdressing,Bungoma Technical Training Institute,66.8,Completed,Certified,Unemployed,2025-06-22,Q2 2025,completed
BEN-001416,Brian,Katana,Male,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,67.2,Dropped,Not Certified,Unemployed,2025-04-27,Q2 2025,dropped_out
BEN-001422,Musyoka,Koech,Male,Bungoma,Vocational,Tailoring,Bungoma Technical Training Institute,75.6,Dropped,Not Certified,Unemployed,2025-09-10,Q3 2025,dropped_out
BEN-001434,Gathoni,Charo,Female,Uasin Gishu,Vocational,Beauty Therapy,Eldoret Polytechnic,88.4,In Progress,Pending,Self-Employed,2026-07-07,Q3 2026,active
BEN-001435,Patrick,Mutua,Male,Nyeri,Vocational,Motor Vehicle Mechanics,Nyeri Technical Training Institute,86.9,In Progress,Pending,Unemployed,2025-10-06,Q4 2025,active
BEN-001440,Odhiambo,Korir,Male,uasin gishu,Vocational,Cooking & Catering,Eldoret Polytechnic,84.0,In Progress,Pending,Unemployed,2026-05-11,Q2 2026,active
BEN-001453,Awuor,Katana,Female,Bungoma,Vocational Program,Beauty Therapy,Bungoma Technical Training Institute,78.7,Completed,Certified,Employed,2025-12-20,Q4 2025,completed
BEN-001455,Kiptoo,Kariuki,Male,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,69.6,Completed,Pending,Employed,2026-03-15,Q1 2026,completed
BEN-001463,Mercy,Katana,F,Kajiado,Vocational,Cooking & Catering,Kakamega Technical Training Institute,62.9,complete,Certified,Self-Employed,2026-03-14,Q1 2026,completed
BEN-001467,Kilonzo,Koech,Male,Kisii,Vocational,Hairdressing,Kisii National Polytechnic,96.5,In Progress,Pending,Employed,2026-04-05,Q2 2026,active
BEN-001469,Cheruiyot,Muthoni,Male,Kilifi,Vocational Program,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,81.4,In Progress,Pending,Self-Employed,2026-07-23,Q3 2026,active
BEN-001472,Chepkoech,Gitau,Female,Bungoma,Vocational,Tailoring,Bungoma Technical Training Institute,73.0,Dropped,Not Certified,Self-Employed,2025-06-28,Q2 2025,dropped_out
BEN-001476,Halima,Achieng,Female,Muranga,Vocational,Carpentry,Eldoret Polytechnic,84.7,In Progress,Pending,Unemployed,2026-06-13,Q2 2026,active
BEN-001479,Atieno,Muthoni,Female,Kisumu,Vocational,Plumbing,Kisumu Technical Training Institute,63.0,Dropped,Not Certified,Unemployed,2025-01-26,Q1 2025,dropped_out
BEN-001481,James,Wekesa,Male,Kisii,Vocational,Plumbing,Kisii National Polytechnic,73.5,In Progress,Pending,Employed,2025-11-25,Q4 2025,active
BEN-001485,Mumbi,Matano,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,72.2,In Progress,Pending,Unemployed,2026-06-20,Q2 2026,active
BEN-001503,Wekesa,Omondi,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,77.7,In Progress,Pending,Unemployed,2026-04-03,Q2 2026,active
BEN-001514,Jerop,Kilonzo,Female,Kiambu,Vocational,Beauty Therapy,Thika Technical Training Institute,74.7,In Progress,Pending,Unemployed,2026-08-22,Q3 2026,active
BEN-001529,Anyango,Njoroge,F,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,100.0,In Progress,Pending,Unemployed,2026-07-30,Q3 2026,active
BEN-001531,David,Mohamed,Male,Bungoma,Vocational,Cooking & Catering,Bungoma Technical Training Institute,66.8,In Progress,Pending,Employed,2026-08-21,Q3 2026,active
BEN-001535,Mercy,Wafula,Female,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,75.0,Completed,Certified,Unemployed,2025-12-27,Q4 2025,completed
BEN-001536,Chepkoech,Owino,Female,Kakamega,Vocational,Cooking & Catering,Kakamega Technical Training Institute,62.9,In Progress,Pending,Self-Employed,2026-09-15,Q3 2026,active
BEN-001540,Nasieku,Rotich,Female,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,71.1,In Progress,Pending,Self-Employed,2026-02-17,Q1 2026,active
BEN-001542,Caroline,Barasa,Female,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,100.0,In Progress,Pending,Unemployed,2026-07-14,Q3 2026,active
BEN-001546,Victor,Wekesa,Male,Nairobi,Vocational,Welding,Nairobi TVET,80.9,Dropped,Not Certified,Unemployed,2026-02-24,Q1 2026,dropped_out
BEN-001550,Wanjiru,Otieno,Female,kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,77.7,Dropped,Not Certified,Unemployed,2025-08-21,Q3 2025,dropped_out
BEN-001551,Emily,Baya,Female,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,75.4,Dropped,Not Certified,Unemployed,2025-05-27,Q2 2025,dropped_out
BEN-001554,Awuor,Kimani,Female,nakuru,Vocational,Electrical Installation,Nakuru Vocational Training Centre,75.7,Completed,Certified,Unemployed,2025-10-17,Q4 2025,completed
BEN-001556,Wangari,Koech,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,92.1,Completed,Certified,Unemployed,2025-07-24,Q3 2025,completed
BEN-001562,Emmanuel,Kimani,Male,Nakuru,Vocational,Electrical Installation,Nakuru Vocational Training Centre,78.9,In Progress,Pending,Unemployed,2026-08-31,Q3 2026,active
BEN-001563,Kiptoo,Muthoni,Male,Meru,Vocational,Hairdressing,Meru Technical Training Institute,73.8,Completed,Certified,Unemployed,2025-07-24,Q3 2025,completed
BEN-001565,Mutua,Cheruiyot,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,84.9,In Progress,Pending,Employed,2026-04-19,Q2 2026,active
BEN-001573,Jerop,Kuria,Female,Kajiado,Vocational,Plumbing,Kilifi Vocational Training Centre,92.7,In Progress,Pending,Unemployed,2026-01-24,Q1 2026,active
BEN-001574,Brian,Owino,Male,Bungoma,Vocational,Agriculture,Bungoma Technical Training Institute,65.0,In Progress,Pending,Self-Employed,2026-06-22,Q2 2026,active
BEN-001580,Kagure,Nyambane,Female,KIAMBU,Vocational,Welding,Thika Technical Training Institute,93.3,In Progress,Pending,Employed,2026-05-29,Q2 2026,active
BEN-001584,Samuel,Mwangi,Male,Meru,Vocational,Hairdressing,Meru Technical Training Institute,71.4,Dropped,Not Certified,Unemployed,2025-03-22,Q1 2025,dropped_out
BEN-001600,Wangari,Omondi,Female,Bungoma,Vocational,Cooking & Catering,Bungoma Technical Training Institute,68.2,In Progress,Pending,Employed,2026-08-05,Q3 2026,active
BEN-001624,Achieng,Nyambane,F,Kisumu,Vocational,Motor Vehicle Mechanics,Kisumu Technical Training Institute,79.6,In Progress,Pending,Unemployed,2026-04-08,Q2 2026,active
BEN-001627,Anyango,Hassan,Female,Muranga County,Vocational,Welding,Machakos Institute of Technology,100.0,Dropped,Not Certified,Unemployed,2026-03-18,Q1 2026,dropped_out
BEN-001628,Ali,Maina,Male,Kajiado,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,77.0,In Progress,Pending,Unemployed,2026-04-12,Q2 2026,active
BEN-001634,Akinyi,Musyoka,Female,Nyeri,Vocational,Electrical Installation,Nyeri Technical Training Institute,83.6,Completed,Pending,Employed,2025-05-27,Q2 2025,completed
BEN-001636,Mohamed,Mwangi,MALE,UASIN_GISHU,Vocational,Plumbing,Eldoret Polytechnic,89.6,COMPLETED,Certified,Unemployed,2026-03-08,Q1 2026,completed
BEN-001638,Emmanuel,Ochieng,Male,kajiado,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,91.3,Dropped,Not Certified,Self-Employed,2025-08-07,Q3 2025,dropped_out
BEN-001649,Cherono,Abdi,Female,Uasin Gishu,Vocational,Tailoring,Eldoret Polytechnic,84.1,In Progress,Pending,Self-Employed,2026-05-06,Q2 2026,active
BEN-001650,Dennis,Juma,Male,Bungoma,Vocational,Agriculture,Bungoma Technical Training Institute,78.0,Completed,Certified,Unemployed,2026-02-27,Q1 2026,completed
BEN-001651,Mumbi,Hassan,Female,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,100.0,In Progress,Pending,Unemployed,2026-02-19,Q1 2026,active
BEN-001654,Akinyi,Ngugi,female,Kisii,Vocational,Welding,Kisii National Polytechnic,91.6,Dropped,Not Certified,Unemployed,2025-09-28,Q3 2025,dropped_out
BEN-001655,Mumbi,Musyoka,Female,Muranga,Vocational,Cooking & Catering,Thika Technical Training Institute,74.0,Completed,Certified,Self-Employed,2025-12-02,Q4 2025,completed
BEN-001661,Timothy,Otieno,Male,Nairobi,Vocational,Agriculture,Nairobi TVET,88.1,In Progress,Pending,Unemployed,2025-11-23,Q4 2025,active
BEN-001671,Wanjiru,Nduta,Female,Kisii,Vocational,Welding,Kisii National Polytechnic,71.4,In Progress,Pending,Unemployed,2026-09-15,Q3 2026,active
