beneficiary_id,first_name,last_name,gender,county,program,institution,education_level,academic_year,attendance_rate,performance_score,completion_status,enrollment_date,reporting_period,status
BEN-000522,Vincent,Kamau,m,Mombasa,Scholarship,Africa Nazarene University,Bachelor,2025/2026,69.8,85.7,Completed,2026-01-21,Q1 2026,completed
BEN-000523,Joseph,Achieng,Male,Nyeri,Scholarship,Kenyatta University,Bachelor,2024/2025,96.2,58.5,Completed,2025-04-26,Q2 2025,completed
BEN-000527,Nyambura,Omondi,Female,Nakuru,Scholarship,Strathmore University,Diploma,2025/2026,91.2,70.5,Completed,2025-11-25,Q4 2025,completed
BEN-000528,Daniel,Wekesa,Male,Meru,Scholarship,Moi University,Master,2025/2026,64.6,67.3,In Progress,2026-07-16,Q3 2026,active
BEN-000530,Kiptoo,Gitau,Male,Kakamega,Scholarship,University of Nairobi,Diploma,2025/2026,98.6,66.7,In Progress,2026-05-18,Q2 2026,active
BEN-000536,Diana,Maina,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2025/2026,89.1,81.4,In Progress,2026-04-16,Q2 2026,active
BEN-000537,Dennis,Koech,Male,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2024/2025,100.0,63.6,Completed,2025-04-03,Q2 2025,completed
BEN-000538,Korir,Kuria,Male,Kilifi,Scholarship,Kenyatta University,Diploma,2025/2026,63.6,41.2,In Progress,2026-08-14,Q3 2026,active
BEN-000540,Stephen,Rotich,Male,Meru,Scholarship,Maseno University,Bachelor,2025/2026,84.6,62.7,In Progress,2026-05-27,Q2 2026,active
BEN-000544,Zawadi,Rotich,Female,Kakamega,Scholarship,Mount Kenya University,Bachelor,2024/2025,83.2,73.5,Completed,2025-04-13,Q2 2025,completed
BEN-000546,Victor,Matano,Male,Kisumu,Scholarship,Maseno University,Diploma,2025/2026,90.1,62.0,In Progress,2026-06-28,Q2 2026,active
BEN-000550,Abdi,Ngugi,Male,Mombasa,Scholarship,Africa Nazarene University,Bachelor,2025/2026,86.9,81.9,In Progress,2026-05-19,Q2 2026,active
BEN-000551,Gathoni,Achieng,Female,Nakuru,Scholarship,Daystar University,Bachelor,2025/2026,75.0,79.8,In Progress,2026-08-22,Q3 2026,active
BEN-000552,Wanjiku,Baya,Female,Mombasa,Scholarship,Mount Kenya University,Bachelor,2025/2026,86.3,62.2,In Progress,2026-07-02,Q3 2026,active
BEN-000560,Sharon,Kilonzo,Female,Kajiado,Scholarship,Kenyatta University,Diploma,2025/2026,87.7,60.7,In Progress,2026-01-16,Q1 2026,active
BEN-000561,Nicholas,Onyango,Male,Kiambu,Scholarship,University of Nairobi,Diploma,2025/2026,81.4,66.7,Completed,2026-03-02,Q1 2026,completed
BEN-000562,Stephen,Omondi,Male,Machakos,Scholarship,Daystar University,Bachelor,2025/2026,72.3,79.0,In Progress,2026-05-30,Q2 2026,active
BEN-000563,Achieng,Gitau,Female,Nakuru,Scholarship,Strathmore University,Bachelor,2024/2025,84.9,81.2,Completed,2025-07-03,Q3 2025,completed
BEN-000566,Wanjiku,Onyango,Female,Kisumu,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,86.3,69.6,Completed,2025-09-11,Q3 2025,completed
BEN-000567,Kilonzo,Nyambane,Male,Machakos,Scholarship,Jomo Kenyatta University,Master,2025/2026,72.9,48.6,COMPLETED,2025-11-29,Q4 2025,completed
BEN-000569,Timothy,Kilonzo,Male,Kajiado,Scholarship,Maseno University,Bachelor,2026/2027,95.4,50.7,In Progress,2026-09-09,Q3 2026,active
BEN-000571,Victor,Mwangi,Male,Uasin Gishu,Scholarship,Mount Kenya University,Diploma,2025/2026,90.8,76.4,Dropped,2025-09-29,Q3 2025,dropped_out
BEN-000574,Zawadi,Mbogo,Female,Muranga,Scholarship,Maseno University,Bachelor,2025/2026,85.3,66.9,In Progress,2026-06-27,Q2 2026,active
BEN-000575,Odhiambo,Musyoka,Male,Kilifi,Scholarship,Strathmore University,Diploma,2025/2026,83.7,72.9,In Progress,2026-04-15,Q2 2026,active
BEN-000585,Awuor,Baya,Female,Nairobi,Scholarship,Mount Kenya University,Bachelor,2024/2025,97.7,61.1,Completed,2025-02-03,Q1 2025,completed
BEN-000587,John,Ochieng,Male,Kisumu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,71.9,62.0,Dropped,2026-03-27,Q1 2026,dropped_out
BEN-000588,Nasieku,Ngugi,Female,Nyeri,Scholarship,Maseno University,Bachelor,2025/2026,91.5,64.3,Completed,2026-02-18,Q1 2026,completed
BEN-000590,Akinyi,Wafula,Female,Kiambu,Scholarship,Kenyatta University,Diploma,2025/2026,79.7,69.1,Dropped,2025-09-29,Q3 2025,dropped_out
BEN-000595,Emmanuel,Chebet,Male,Kiambu,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,95.1,54.1,Dropped,2025-06-01,Q2 2025,dropped_out
BEN-000599,Nyambura,Mohamed,Female,Machakos,Scholarship,Mount Kenya University,Bachelor,2025/2026,99.7,68.7,In Progress,2025-11-17,Q4 2025,active
BEN-000605,Daniel,Mwakio,Male,Kakamega,Scholarship,Moi University,Diploma,2025/2026,66.4,70.7,In Progress,2026-04-04,Q2 2026,active
BEN-000606,Kagure,Odhiambo,Female,Kilifi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,85.0,34.4,In Progress,2026-05-25,Q2 2026,active
BEN-000611,John,Hassan,Male,Nyeri,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,92.4,77.4,Completed,2025-09-29,Q3 2025,completed
BEN-000613,Kipchoge,Kuria,Male,Nakuru,Scholarship,Jomo Kenyatta University,Diploma,2026/2027,85.7,72.4,In Progress,2026-09-15,Q3 2026,active
BEN-000614,Brenda,Mohamed,Female,Nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,95.6,64.5,In Progress,2026-04-08,Q2 2026,active
BEN-000618,Joy,Barasa,Female,Nairobi,Scholarship,Mount Kenya University,Master,2024/2025,96.8,66.8,Completed,2025-07-30,Q3 2025,completed
BEN-000620,Nasieku,Kamau,Female,Nakuru,Scholarship,Kenyatta University,Master,2025/2026,83.0,45.1,In Progress,2026-04-23,Q2 2026,active
BEN-000621,Boniface,Baya,Male,Kilifi,Scholarship,Mount Kenya University,Diploma,2024/2025,86.6,53.2,Completed,2025-06-04,Q2 2025,completed
BEN-000622,Mumbi,Mwangi,Female,Nakuru,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,98.5,78.9,Completed,2025-10-13,Q4 2025,completed
BEN-000623,Faith,Mwangi,Female,uasin gishu,Scholarship,Moi University,Diploma,2026/2027,100.0,81.2,In Progress,2026-09-12,Q3 2026,active
BEN-000624,Neema,Baya,Female,Kajiado,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,72.3,61.7,Completed,2025-10-01,Q4 2025,completed
BEN-000625,Purity,Barasa,Female,Kisumu,Scholarship,Mount Kenya University,Diploma,2025/2026,73.3,65.5,In Progress,2026-07-30,Q3 2026,active
BEN-000628,Zawadi,Kamau,Female,NAIROBI,Scholarship,Strathmore University,Bachelor,2025/2026,87.7,58.6,Completed,2025-11-07,Q4 2025,completed
BEN-000629,Gathoni,Rotich,Female,Nairobi,Scholarship,Daystar University,Bachelor,2024/2025,68.6,87.8,Completed,2025-04-14,Q2 2025,completed
BEN-000631,Faith,Kamau,Female,Bungoma,Scholarship,University of Nairobi,Bachelor,2025/2026,76.7,67.1,In Progress,2026-05-08,Q2 2026,active
BEN-000634,Collins,Rotich,Male,KIAMBU,Scholarship,Daystar University,Diploma,2024/2025,93.2,66.4,Completed,2025-06-03,Q2 2025,completed
BEN-000636,Zawadi,Baya,Female,uasin gishu,Scholarship,Strathmore University,Bachelor,2025/2026,99.9,54.0,In Progress,2026-05-11,Q2 2026,active
BEN-000638,Cynthia,Katana,Female,Meru,Scholarship,University of Nairobi,Bachelor,2025/2026,76.3,69.8,In Progress,2026-06-24,Q2 2026,active
BEN-000639,Brenda,Mbogo,Female,Kakamega,Scholarship,Kenyatta University,Diploma,2025/2026,72.3,41.3,Completed,2025-10-14,Q4 2025,completed
BEN-000641,Wangari,Njoroge,Female,Nairobi County,Scholarship,Mount Kenya University,Bachelor,2025/2026,88.6,59.0,In Progress,2026-02-24,Q1 2026,active
BEN-000642,Timothy,Gitau,Male,Kiambu,Scholarship,Africa Nazarene University,Diploma,2025/2026,81.5,57.1,In Progress,2026-08-26,Q3 2026,active
BEN-000645,Anyango,Kuria,Female,Kiambu County,Scholarship,Mount Kenya University,Bachelor,2025/2026,88.9,47.2,In Progress,2026-01-25,Q1 2026,active
BEN-000650,Kiptoo,Katana,Male,Nakuru,Scholarship,Africa Nazarene University,Diploma,2025/2026,73.7,57.5,Completed,2025-12-15,Q4 2025,completed
BEN-000654,Anthony,Kariuki,M,Kajiado,Scholarship,Catholic University of Eastern Africa,Master,2024/2025,87.3,68.6,Completed,2025-07-21,Q3 2025,completed
BEN-000660,Akinyi,Mutua,f,Meru,Scholarship,University of Nairobi,Bachelor,2025/2026,71.0,56.2,In Progress,2026-01-01,Q1 2026,active
BEN-000663,Atieno,Juma,Female,Nakuru,Scholarship,University of Nairobi,Bachelor,2025/2026,79.9,74.9,In Progress,2026-01-23,Q1 2026,active
BEN-000664,Otieno,Mwakio,Male,Bungoma,Scholarship,Moi University,Master,2025/2026,81.4,40.8,Completed,2026-03-05,Q1 2026,completed
BEN-000670,Isaac,Ngugi,Male,Nakuru,Scholarship,Kenyatta University,Diploma,2024/2025,82.4,60.3,Completed,2025-08-17,Q3 2025,completed
BEN-000671,Kilonzo,Kiptoo,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,91.8,62.5,In Progress,2026-05-04,Q2 2026,active
BEN-000673,Patrick,Nduta,Male,Muranga,Scholarship,Strathmore University,Diploma,2025/2026,86.2,65.6,In Progress,2026-07-25,Q3 2026,active
BEN-000675,Jerop,Owino,Female,Kajiado,Scholarship,Catholic University of Eastern Africa,Master,2025/2026,81.9,69.9,In Progress,2026-08-14,Q3 2026,active
BEN-000677,Neema,Katana,F,Kiambu,Scholarship,Mount Kenya University,Bachelor,2025/2026,89.6,72.3,In Progress,2026-07-15,Q3 2026,active
BEN-000682,Beatrice,Achieng,Female,machakos,Scholarship,Maseno University,Bachelor,2025/2026,92.5,66.5,Completed,2025-10-10,Q4 2025,completed
BEN-000687,Mumbi,Cheruiyot,Female,Nairobi,Scholarship,Kenyatta University,Master,2025/2026,93.6,60.8,Completed,2025-09-22,Q3 2025,completed
BEN-000691,Beatrice,Rotich,Female,Kakamega,Scholarship,Daystar University,Diploma,2025/2026,92.4,58.7,In Progress,2026-07-12,Q3 2026,active
BEN-000693,Esther,Hassan,Female,Kiambu,Scholarship,Mount Kenya University,Diploma,2024/2025,92.2,81.5,Completed,2025-01-26,Q1 2025,completed
BEN-000702,Rotich,Maina,Male,Nairobi,Scholarship,Maseno University,Master,2025/2026,99.6,58.6,Completed,2025-09-12,Q3 2025,completed
BEN-000703,Stephen,Mutua,Male,Kakamega,Scholarship,Maseno University,Bachelor,2024/2025,88.6,79.8,Dropped,2025-04-30,Q2 2025,dropped_out
BEN-000707,Timothy,Koech,male,Kajiado,Scholarship,Strathmore University,Diploma,2026/2027,94.7,58.3,In Progress,2026-09-20,Q3 2026,active
BEN-000708,Mutua,Nyambane,Male,Kajiado,Scholarship,Daystar University,Diploma,2026/2027,75.5,77.8,In Progress,2026-09-15,Q3 2026,active
BEN-000711,Odhiambo,Kimani,Male,Bungoma,Scholarship,Catholic University of Eastern Africa,Bachelor,2026/2027,74.8,74.2,In Progress,2026-09-16,Q3 2026,active
BEN-000712,Sharon,Koech,Female,Meru,Scholarship,Moi University,Diploma,2025/2026,92.4,74.2,In Progress,2026-07-21,Q3 2026,active
BEN-000715,Esther,Wanjiku,F,Mombasa,Scholarship,Jomo Kenyatta University,Master,2025/2026,94.4,56.9,In Progress,2026-02-06,Q1 2026,active
BEN-000720,Nicholas,Musyoka,Male,Nairobi,Scholarship,Daystar University,Bachelor,2026/2027,78.2,71.2,In Progress,2026-09-24,Q3 2026,active
BEN-000723,Kagure,Otieno,Female,Kisii,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,75.7,61.9,Completed,2026-03-11,Q1 2026,completed
BEN-000724,Amina,Charo,Female,Nairobi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,81.2,81.1,In Progress,2026-05-18,Q2 2026,active
BEN-000725,Cherono,Mohamed,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2025/2026,78.4,66.1,Completed,2026-01-21,Q1 2026,completed
BEN-000726,Akinyi,Maina,Female,Nairobi,Scholarship,Catholic University of Eastern Africa,Diploma,2024/2025,100.0,61.9,Completed,2025-02-23,Q1 2025,completed
BEN-000727,Boniface,Rotich,Male,Muranga,Scholarship,Kenyatta University,Diploma,2025/2026,81.8,66.6,In Progress,2026-06-29,Q2 2026,active
BEN-000728,Diana,Odhiambo,female,Nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,77.3,61.6,Completed,2025-11-01,Q4 2025,completed
BEN-000735,Simon,Muthoni,Male,Uasin Gishu,Scholarship,Maseno University,Bachelor,2025/2026,69.8,79.7,In Progress,2025-11-23,Q4 2025,active
BEN-000736,Musyoka,Kamau,Male,Kiambu,Scholarship,Kenyatta University,Bachelor,2025/2026,80.7,75.7,In Progress,2026-05-17,Q2 2026,active
BEN-000738,Achieng,Njenga,Female,Nairobi,Scholarship,Africa Nazarene University,Bachelor,2026/2027,88.8,72.4,In Progress,2026-09-19,Q3 2026,active
BEN-000741,Neema,Koech,Female,Nairobi,Scholarship,Mount Kenya University,Bachelor,2026/2027,100.0,77.2,In Progress,2026-09-17,Q3 2026,active
BEN-000744,Diana,Nyambane,Female,Kisii,Scholarship,Africa Nazarene University,Bachelor,2025/2026,84.5,63.2,In Progress,2026-01-29,Q1 2026,active
BEN-000746,Atieno,Odhiambo,Female,Nyeri,Scholarship,University of Nairobi,Diploma,2025/2026,97.6,73.6,In Progress,2026-05-11,Q2 2026,active
BEN-000747,John,Onyango,Male,Kisii,Scholarship,Strathmore University,Bachelor,2024/2025,91.9,75.3,Completed,2025-04-16,Q2 2025,completed
BEN-000748,Kamau,Owino,Male,Nyeri,Scholarship,Kenyatta University,Bachelor,2025/2026,100.0,67.3,In Progress,2026-08-13,Q3 2026,active
BEN-000749,Simon,Kiptoo,Male,Nairobi,Scholarship,Daystar University,Bachelor,2025/2026,86.5,77.5,In Progress,2026-03-17,Q1 2026,active
BEN-000752,Jerop,Otieno,Female,KISUMU,Scholarship,Moi University,Diploma,2025/2026,82.7,62.6,In Progress,2026-06-30,Q2 2026,active
BEN-000753,Akinyi,Njoroge,Female,Muranga,Scholarship,University of Nairobi,Bachelor,2025/2026,81.2,75.3,In Progress,2026-06-16,Q2 2026,active
BEN-000754,Isaac,Njenga,Male,Kajiado,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,71.7,61.7,In Progress,2026-08-10,Q3 2026,active
BEN-000755,Dennis,Rotich,Male,Nairobi,Scholarship,Moi University,Bachelor,2024/2025,76.2,85.9,Completed,2025-01-11,Q1 2025,completed
BEN-000759,Nasieku,Njoroge,Female,Kisumu,Scholarship,University of Nairobi,Bachelor,2025/2026,76.8,43.2,In Progress,2026-07-02,Q3 2026,active
BEN-000762,Wanjiru,Koech,Female,Kilifi,Scholarship,Strathmore University,Bachelor,2025/2026,72.3,52.1,In Progress,2026-06-05,Q2 2026,active
BEN-000763,Grace,Ochieng,Female,Nairobi,Scholarship,Maseno University,Master,2024/2025,94.8,74.3,Completed,2025-06-17,Q2 2025,completed
BEN-000768,Emmanuel,Hassan,Male,Nakuru,Scholarship,Africa Nazarene University,Diploma,2024/2025,90.3,56.5,Completed,2025-07-22,Q3 2025,completed
BEN-000769,James,Nyambane,Male,Nakuru,Scholarship,Kenyatta University,Bachelor,2024/2025,86.0,65.8,Completed,2025-07-08,Q3 2025,completed
BEN-000770,Wanjiru,Mohamed,Female,Mombasa,Scholarship,Daystar University,Bachelor,2024/2025,100.0,71.9,Completed,2025-03-30,Q1 2025,completed
BEN-000771,Njeri,Omondi,Female,nairobi,Scholarship,University of Nairobi,Diploma,2025/2026,83.6,76.6,In Progress,2026-03-30,Q1 2026,active
BEN-000773,Mercy,Mohamed,Female,Kisii,Scholarship,Maseno University,Diploma,2025/2026,83.5,46.1,In Progress,2026-05-14,Q2 2026,active
BEN-000777,Diana,Kariuki,Female,Mombasa,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,71.8,63.3,In Progress,2026-04-03,Q2 2026,active
BEN-000788,Simon,Wekesa,Male,Nairobi,Scholarship,Maseno University,Master,2025/2026,99.2,71.7,In Progress,2026-05-05,Q2 2026,active
BEN-000789,Baraka,Musyoka,Male,Kisumu,Scholarship,Daystar University,Master,2024/2025,86.5,30.0,Completed,2025-06-28,Q2 2025,completed
BEN-000795,Kipchoge,Barasa,Male,Kajiado,Scholarship,Daystar University,Bachelor,2025/2026,71.3,40.7,Dropped,2026-01-10,Q1 2026,dropped_out
BEN-000796,Chebet,Nyambane,Female,Kisumu,Scholarship,Kenyatta University,Bachelor,2025/2026,79.2,49.3,In Progress,2026-07-09,Q3 2026,active
BEN-000807,Achieng,Abdi,Female,Nairobi,Scholarship,Moi University,Bachelor,2024/2025,69.2,70.3,Completed,2025-05-21,Q2 2025,completed
BEN-000808,Abdi,Mwakio,Male,Nairobi,Scholarship,Daystar University,Bachelor,2024/2025,97.5,70.9,Completed,2025-03-19,Q1 2025,completed
BEN-000811,Atieno,Wekesa,Female,Meru,Scholarship,Moi University,Bachelor,2025/2026,63.8,57.2,In Progress,2026-08-29,Q3 2026,active
BEN-000812,Jerop,Mwakio,Female,Muranga,Scholarship,Daystar University,Diploma,2024/2025,65.6,55.1,Completed,2025-08-31,Q3 2025,completed
BEN-000814,Timothy,Mutua,Male,Bungoma,Scholarship,University of Nairobi,Bachelor,2024/2025,74.5,67.9,Completed,2025-04-21,Q2 2025,completed
BEN-000818,Joseph,Kamau,Male,Bungoma,Scholarship,Daystar University,Diploma,2025/2026,82.2,53.6,In Progress,2026-01-18,Q1 2026,active
BEN-000819,Diana,Wekesa,Female,Mombasa,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,87.0,73.1,In Progress,2026-04-22,Q2 2026,active
BEN-000822,Mutua,Omondi,Male,Meru,Scholarship,Africa Nazarene University,Diploma,2025/2026,81.3,45.4,In Progress,2026-07-06,Q3 2026,active
BEN-000826,Zawadi,Kuria,Female,Nyeri,Scholarship,Strathmore University,Diploma,2025/2026,84.5,43.6,In Progress,2026-08-08,Q3 2026,active
BEN-000828,Beatrice,Otieno,Female,Meru,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,67.5,52.2,Completed,2026-03-28,Q1 2026,completed
BEN-000829,Chebet,Odhiambo,female,Nairobi,Scholarship,Daystar University,Diploma,2025/2026,77.0,65.0,In Progress,2025-11-25,Q4 2025,active
BEN-000830,Kilonzo,Nduta,Male,Machakos,Scholarship,Moi University,Bachelor,2026/2027,67.7,56.4,In Progress,2026-09-03,Q3 2026,active
BEN-000831,Halima,Njoroge,Female,Kakamega,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,99.4,60.3,Completed,2025-07-22,Q3 2025,completed
BEN-000833,Joseph,Hassan,Male,Mombasa,Scholarship,Strathmore University,Bachelor,2025/2026,79.9,73.3,In Progress,2026-04-08,Q2 2026,active
BEN-000835,Atieno,Gitau,Female,Meru,Scholarship,Africa Nazarene University,Bachelor,2026/2027,94.3,50.5,In Progress,2026-09-10,Q3 2026,active
BEN-000837,Gathoni,Abdi,Female,Kisii,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,83.4,65.0,COMPLETED,2025-02-15,Q1 2025,completed
BEN-000841,Simon,Matano,Male,Kilifi,Scholarship,Africa Nazarene University,Diploma,2024/2025,77.8,48.2,Completed,2025-01-21,Q1 2025,completed
BEN-000843,Mumbi,Omondi,Female,Mombasa,Scholarship,Mount Kenya University,Diploma,2025/2026,72.9,79.7,Completed,2025-10-03,Q4 2025,completed
BEN-000845,Wanjiru,Njenga,Female,Nairobi,Scholarship,Mount Kenya University,Bachelor,2025/2026,93.6,53.8,complete,2026-03-31,Q1 2026,completed
BEN-000849,Purity,Barasa,Female,Muranga,Scholarship,Jomo Kenyatta University,Diploma,2024/2025,70.1,67.7,Completed,2025-07-28,Q3 2025,completed
BEN-000855,Gathoni,Mutiso,Female,Machakos,Scholarship,Strathmore University,Master,2025/2026,76.3,71.3,Dropped,2026-01-13,Q1 2026,dropped_out
BEN-000858,Baraka,Charo,Male,BUNGOMA,Scholarship,Jomo Kenyatta University,Master,2025/2026,75.4,62.1,In Progress,2026-04-06,Q2 2026,active
BEN-000859,Kagure,Chebet,Female,Uasin Gishu,Scholarship,Moi University,Bachelor,2025/2026,93.2,51.2,In Progress,2025-11-09,Q4 2025,active
BEN-000865,Nasieku,Njoroge,Female,Uasin Gishu,Scholarship,Mount Kenya University,Bachelor,2025/2026,97.1,81.8,In Progress,2026-01-16,Q1 2026,active
BEN-000866,Abdi,Achieng,Male,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,91.0,67.4,In Progress,2026-07-20,Q3 2026,active
BEN-000872,Omondi,Mutua,Male,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,73.1,63.6,In Progress,2026-07-06,Q3 2026,active
BEN-000877,Kagure,Musyoka,Female,Muranga,Scholarship,Moi University,Master,2026/2027,81.9,60.0,In Progress,2026-09-18,Q3 2026,active
BEN-000878,Wanjiru,Nyambane,Female,Kiambu,Scholarship,Kenyatta University,Master,2025/2026,85.5,93.6,In Progress,2026-07-01,Q3 2026,active
BEN-000882,Amina,Wafula,Female,Kisumu County,Scholarship,Africa Nazarene University,Bachelor,2025/2026,84.8,66.8,Dropped,2026-03-14,Q1 2026,dropped_out
BEN-000884,Joy,Odhiambo,Female,Kilifi,Scholarship,Daystar University,Bachelor,2026/2027,88.6,63.5,In Progress,2026-09-18,Q3 2026,active
BEN-000889,Purity,Wekesa,Female,Mombasa,Scholarship,Daystar University,Diploma,2024/2025,73.3,59.8,Completed,2025-08-17,Q3 2025,completed
BEN-000892,Achieng,Charo,Female,Uasin Gishu,Scholarship,University of Nairobi,Bachelor,2025/2026,79.2,63.0,COMPLETED,2025-11-22,Q4 2025,completed
BEN-000894,Nicholas,Omondi,Male,Nakuru,Scholarship,Maseno University,Diploma,2026/2027,91.0,61.4,In Progress,2026-09-17,Q3 2026,active
BEN-000895,Kilonzo,Njenga,Male,Nairobi,Scholarship,University of Nairobi,Bachelor,2024/2025,93.7,77.1,Completed,2025-02-06,Q1 2025,completed
BEN-000900,Nyambura,Njenga,Female,Nairobi,Scholarship,Africa Nazarene University,Diploma,2024/2025,91.0,90.3,Dropped,2025-01-01,Q1 2025,dropped_out
BEN-000902,Emmanuel,Nyambane,Male,KISII,Scholarship,University of Nairobi,Bachelor,2024/2025,72.4,63.4,Completed,2025-06-13,Q2 2025,completed
BEN-000903,Njeri,Njenga,Female,Kajiado,Scholarship,Daystar University,Bachelor,2025/2026,93.3,59.9,In Progress,2026-08-02,Q3 2026,active
BEN-000904,Juma,Juma,Male,Kakamega,Scholarship,Mount Kenya University,Bachelor,2024/2025,83.9,90.9,Completed,2025-03-09,Q1 2025,completed
BEN-000905,Caroline,Kiptoo,Female,Nakuru,Scholarship,Maseno University,Bachelor,2024/2025,81.1,67.9,Completed,2025-07-12,Q3 2025,completed
BEN-000906,Otieno,Wekesa,Male,Kilifi,Scholarship,Strathmore University,Bachelor,2024/2025,70.7,59.0,Completed,2025-01-06,Q1 2025,completed
BEN-000909,Kiptoo,Njenga,MALE,Nairobi,Scholarship,Daystar University,Master,2025/2026,90.5,89.8,In Progress,2026-04-22,Q2 2026,active
BEN-000911,Kendi,Barasa,f,Nyeri,Scholarship,Africa Nazarene University,Bachelor,2025/2026,84.9,89.1,Completed,2026-01-11,Q1 2026,completed
BEN-000912,Awuor,Abdi,Female,Nyeri,Scholarship,Maseno University,Bachelor,2025/2026,70.9,41.9,Completed,2026-03-06,Q1 2026,completed
BEN-000916,Joy,Bett,Female,NAIROBI,Scholarship,Kenyatta University,Diploma,2024/2025,100.0,63.7,Completed,2025-05-16,Q2 2025,completed
